run_id,timestamp_offset_s,frame_id,expected_class,test_type,predicted_class,is_correct,cpu_load_percent,preprocess_ms,inference_ms,postprocess_ms,record_completeness,audio_active,decision_confidence,top1_class,top1_confidence,top2_class,top2_confidence,top3_class,top3_confidence,decision_changed
RUN-20260816-215305,0.0,143,gunshot_gunfire,positive,other,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.3682,gunshot_gunfire,0.3976,other,0.3682,glass_breaking,0.1568,False
RUN-20260816-215305,0.5,144,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,True
RUN-20260816-215305,1.0,145,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,1.5,146,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,2.0,147,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,2.5,148,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,3.0,149,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,3.5,150,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.8848,gunshot_gunfire,0.8848,other,0.0775,glass_breaking,0.0339,True
RUN-20260816-215305,4.0,151,gunshot_gunfire,positive,gunshot_gunfire,True,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.8414,gunshot_gunfire,0.8414,other,0.0851,glass_breaking,0.0827,True
RUN-20260816-215305,4.5,152,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.4945,glass_breaking,0.4945,gunshot_gunfire,0.4142,other,0.1681,True
RUN-20260816-215305,5.0,153,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.4945,glass_breaking,0.4945,gunshot_gunfire,0.4142,other,0.1681,False
RUN-20260816-215305,5.5,154,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,True
RUN-20260816-215305,6.0,155,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,6.5,156,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.7565,gunshot_gunfire,0.7565,other,0.1754,glass_breaking,0.0665,True
RUN-20260816-215305,7.0,157,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.5237,gunshot_gunfire,0.5237,other,0.3267,glass_breaking,0.1551,False
RUN-20260816-215305,7.5,158,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.5237,gunshot_gunfire,0.5237,other,0.3267,glass_breaking,0.1551,False
RUN-20260816-215305,8.0,159,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,True
RUN-20260816-215305,8.5,160,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,9.0,161,gunshot_gunfire,positive,glass_breaking,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.8721,glass_breaking,0.8721,gunshot_gunfire,0.1413,other,0.1365,True
RUN-20260816-215305,9.5,162,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.495,gunshot_gunfire,0.495,glass_breaking,0.3071,other,0.244,True
RUN-20260816-215305,10.0,163,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.5696,gunshot_gunfire,0.5696,other,0.2693,glass_breaking,0.1876,False
RUN-20260816-215305,10.5,164,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.5696,gunshot_gunfire,0.5696,other,0.2693,glass_breaking,0.1876,False
RUN-20260816-215305,11.0,165,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,True
RUN-20260816-215305,11.5,166,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,12.0,167,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.5303,other,0.5303,gunshot_gunfire,0.3531,siren,0.061,True
RUN-20260816-215305,12.5,168,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.629,gunshot_gunfire,0.629,other,0.2674,glass_breaking,0.073,False
RUN-20260816-215305,13.0,169,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,True,0.528,glass_breaking,0.528,gunshot_gunfire,0.3435,other,0.2023,False
RUN-20260816-215305,13.5,170,gunshot_gunfire,positive,unknown,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.528,glass_breaking,0.528,gunshot_gunfire,0.3435,other,0.2023,False
RUN-20260816-215305,14.0,171,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,True
RUN-20260816-215305,14.5,172,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215305,15.0,173,gunshot_gunfire,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,0.0,175,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,0.5,176,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,1.0,177,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,1.5,178,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,2.0,179,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,2.5,180,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,3.0,181,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,3.5,182,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,4.0,183,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
RUN-20260816-215321,4.5,184,dog_bark,positive,waiting,False,10.81,1.43,9.38,0.0,direct_complete_estimated_offset,False,0.0,dog_bark,0.0,glass_breaking,0.0,gunshot_gunfire,0.0,False
